journal,volume,journal_code,year,ISSN,editors,areas
Theor. Comput. Sci.,550,Th550,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,551,Th551,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,552,Th552,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,554,Th554,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,555,Th555,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,556,Th556,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,557,Th557,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,558,Th558,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,559,Th559,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,560,Th560,2014,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,561,Th561,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,562,Th562,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,563,Th563,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,564,Th564,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,565,Th565,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,567,Th567,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,568,Th568,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,569,Th569,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,570,Th570,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,571,Th571,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,572,Th572,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,573,Th573,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,574,Th574,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,575,Th575,2015,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
